"ID","XCOO","YCOO","ELEV","COUN","*ASP","AoMEAN","HUMNO","HUMTHI","GROUNDVEG","TREELAY","VEG_ZONE","LITO","Ag","Al","Al_AA","As","Au","B","Ba","Ba_AA","Be","Bi","Br","C","Ca","Ca_AA","Cd","Cd_AA","Cl","Co","Co_AA","Cond","Cr","Cr_AA","Cu","Cu_AA","F","Fe","Fe_AA","H","Hg","K","K_AA","La","LOI","Mg","Mg_AA","Mn","Mn_AA","Mo","N","Na","Na_AA","Ni","Ni_AA","NO3","P","P_AA","Pb","Pb_AA","Pd","pH","PO4","Pt","Rb","S","S_AA","Sb","Sc","Se","Si","Si_AA","SO4","Sr","Sr_AA","Th","Ti_AA","Tl","U","V","V_AA","Y","Zn","Zn_AA"
183,381498,7550000,197,"FIN","FLAT",1.9,8,1.6,"MOSS","SPRBI","BOREAL_FOREST",1,0.205,1520,55.1,1.37,0.294,1.81,93.8,31.5,0.05,0.336,1,45.7,3050,1790,0.458,0.33,119.2,1.33,0.3,134.9,1.96,0.07,7.79,0.16,73.8,2460,16.9,6.2,0.157,800,675,0.35,94.1,680,450,166,104,0.389,1.3,50,18.1,5.75,0.54,6.02,1130,189,40.1,10.5,0.05,3.7,586.48,0.15,8.33,1620,128,0.299,0.4,0.4,600,13,149.18,23.9,12.4,0.177,0.1,0.124,0.1,4.81,0.13,0.5,41,18.1
184,769055,7520000,340,"RUS","S",3,,,,,,,0.504,4380,185,3.49,1.12,3.14,133,39.3,0.24,0.457,1,44.7,2620,1440,0.552,0.38,118.68,9.51,1.2,150.1,7.32,0.16,106,5.71,55.52,4110,16.7,6.1,0.254,1500,1070,11,88.7,630,284,625,385,1.13,1.6,110,30.6,209,12.2,9.64,1240,153,46.8,12.4,26.1,3.9,489.2,5.26,11,1610,172,0.273,0.8,1.27,630,16,229.94,162,83.4,0.733,0.41,0.237,0.287,11.4,0.27,2.5,66.7,29.6
185,614000,7640000,190,"RUS","FLAT",2.5,,,,,,,0.313,1790,77.6,1.35,0.3,2.41,69.8,23.8,0.01,0.147,1,47.5,2540,1550,0.32,0.22,117.52,1.21,0.21,129.4,1.51,0.03,13.8,0.24,44.4,1150,7.8,6.3,0.255,1000,772,1.4,95.1,590,406,95.5,58.6,0.277,1.3,40,26.7,17.1,1.75,1.88,1080,190,16.7,3.9,0.79,3.7,552,0.15,4.12,1580,130,0.189,0.2,0.4,440,5,133.04,20.6,10.9,0.38,0.08,0.083,0.041,2.59,0.07,0.3,39.5,16.3
186,452370,7440000,210,"FIN","NE",0.5,8,0.5,"MOSS","PINE","BOREAL_FOREST",7,0.111,2770,155,2.1,0.284,1.27,126,47.9,0.12,0.464,1,41.8,1900,1150,0.326,0.23,592.3,0.83,0.19,129.1,2.52,0.03,4.88,0.09,52.86,1320,8.4,5.5,0.291,700,560,1.6,82.5,310,166,42.8,21.7,0.249,1,60,38.3,3.35,0.32,0.68,787,110,42.2,11.1,0.11,3.6,379.88,0.15,7.04,1210,113,0.288,0.5,0.4,580,6,142,25.7,13.6,0.431,0.1,0.146,0.135,4.3,0.12,0.8,42.4,17.7
187,429729,7630000,300,"FIN","NW",2.1,6,2.2,,,,51,0.624,4350,335,1.1,0.16,1.74,75.2,24.2,0.04,0.157,1,43.5,1910,1000,0.234,0.18,150.34,1.04,0.24,123.9,2.68,0.08,5.12,0.09,55.72,3160,42.2,6.1,0.252,700,603,1.3,88.5,530,335,70,40.6,0.235,1.6,40,30.1,4.06,0.34,0.38,1650,93.8,19.9,5.4,0.16,3.7,273.14,0.65,4.05,1730,132,0.095,0.9,0.4,530,8,111.32,29.9,15.4,0.235,0.42,0.079,0.211,5.99,0.15,0.9,46.4,20.9
188,509015,7770000,210,"NOR","FLAT",3,5,3,"LICHEN","BIRCH","SHRUB_TUNDRA",51,0.025,4340,115,0.5,0.165,1.62,34.4,12.1,0.05,0.046,1,20.3,1730,999,0.111,0.12,46.72,1.93,0.23,84,14.1,0.17,7.59,0.15,38.98,6610,16,3,0.102,800,368,4.5,52.6,1530,361,81.9,33.1,0.113,0.8,100,29.7,7.67,0.72,0.5,488,82.5,6.57,2.9,0.19,4.1,282.5,0.61,5.23,654,58.3,0.022,1.5,0.4,440,4,71.46,15,7.91,1.19,0.2,0.039,0.142,16.4,0.08,2.2,32.7,21.8
189,637900,7720000,170,"NOR","W",5,5,3,"SHRUBS","BIRCH","FOREST_TUNDRA",20,0.249,1500,56.4,4.54,1.09,3.35,95.7,28.8,0.03,0.28,1,45.4,3830,2110,0.618,0.41,122.32,12.4,2.76,143.1,10.7,0.2,220,7.91,61.46,4200,24.8,6,0.288,1100,907,1.3,92.8,1210,782,301,188,0.797,1.7,80,56,315,44.8,0.5,1220,198,24.5,6.6,10.2,3.8,618.92,2.9,3.48,2240,151,0.194,0.6,1.93,490,8,222.66,31,14.7,0.197,0.11,0.109,0.086,8.16,0.17,0.7,103,48.2
190,467320,7840000,80,"NOR","NW",8,5,3,"EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",10,0.141,992,23.6,0.783,0.408,4.71,42.2,13,0.01,0.064,1,45.9,2890,1690,0.189,0.14,34.78,0.41,0.05,81.3,1.21,0.01,6.25,0.04,36.64,940,3.7,6.4,0.306,700,524,0.9,92.3,1300,1030,28.3,15.3,0.254,1.3,210,180,1.74,0.16,0.5,670,103,10.5,3,0.12,4,266.4,0.15,3.18,1790,93.2,0.142,0.4,0.4,410,2,71.32,35.3,19.4,0.232,0.14,0.043,0.135,2,0.07,0.6,45.9,19.4
191,733948,7650000,180,"RUS","S",2,7,2,"MOSS","SPRBI","BOREAL_FOREST",20,0.456,1810,83.2,1.45,1.02,2.51,102,30.8,0.06,0.143,1,47,3180,1830,0.338,0.23,163.9,3.95,0.83,151.5,3.11,0.06,27.5,0.72,44.34,1870,8.7,6.3,0.303,1100,846,4.3,93.6,900,604,126,72.7,0.376,1.2,120,82.1,45.7,3.03,0.66,1010,164,21,5.8,4.93,3.8,516.28,1.72,6.53,1650,138,0.273,0.5,0.4,490,9,199.7,57.9,30.8,0.2,0.19,0.099,0.09,9.89,0.21,1.1,49.3,21.5
192,627170,7690000,200,"RUS","W",3,5,3,"MOSS","SPARCEBI","FOREST_TUNDRA",52,0.242,1940,102,5.48,1.29,3.43,160,45.1,0.07,0.297,1,47.3,4580,2760,0.623,0.42,108.66,10.4,2.39,139.7,7.14,0.13,182,6.55,46.86,3120,19.2,6.6,0.237,1200,1020,1.4,93.1,1040,656,261,161,0.588,1.4,60,35.9,246,35.4,1.24,1210,181,18.7,5.4,8.78,4,610.56,2.48,3.73,2100,149,0.22,0.8,1.39,520,7,219.74,58.6,30,0.199,0.11,0.131,0.092,5.85,0.15,1.2,75.2,34.6
193,790155,7530000,250,"RUS","NW",2.5,7,2.5,"MOSS","SPRBI","BOREAL_FOREST",82,0.223,5700,357,1.73,0.631,2.96,100,27.5,0.28,0.273,1,45,3130,1680,0.663,0.49,116.42,2.89,0.4,101.7,4.85,0.09,27.5,0.69,53.08,3360,16.4,6.1,0.2,1100,899,32.2,91,470,244,80.2,40.5,0.824,1.5,80,26.7,43.7,2.25,1.56,1690,99.4,43,12.1,6.26,4,328.52,2.18,9.48,1890,133,0.391,0.6,0.84,560,14,146,209,106,0.61,0.34,0.138,0.457,14.2,0.32,5.8,53.1,22.3
196,543382,7590000,175,"FIN","NW",2,6,1.8,"MOSS","PINE","BOREAL_FOREST",31,0.355,5240,281,1,0.513,2.53,96.5,32.4,0.14,0.15,1,43.9,3950,2600,0.369,0.3,69.2,3.02,0.82,86.2,4.25,0.03,9.65,0.1,47.74,3330,17.9,5.8,0.289,800,548,9,87.2,1690,1170,71.4,40,0.264,1.1,50,35.4,10.9,1.01,2.22,688,39.5,19,5.2,0.35,4.5,135.34,0.58,7.09,1220,79.3,0.15,1.2,0.4,570,6,108.1,55.6,31.4,0.714,0.09,0.093,0.101,5.2,0.07,5.5,36.1,14.6
197,585600,7730000,85,"NOR","FLAT",0.8,8,0.8,"LICHEN","SPARCEBI","FOREST_TUNDRA",20,0.05,1700,56.9,1.05,0.384,2.19,55.4,21.4,0.05,0.124,1,31.8,2290,1440,0.158,0.11,54.22,0.87,0.14,101.4,2.35,0.05,11.8,0.23,35.86,1960,9.5,4.3,0.302,700,496,1.9,76.3,600,406,87.2,56.5,0.177,1,70,33.3,13.9,1.71,0.5,651,117,16.8,5.6,0.39,4,384.8,0.42,5.93,1140,84,0.079,0.4,0.4,430,5,84.16,28,15.3,0.632,0.19,0.05,0.129,4.61,0.08,0.6,21.1,10.3
198,372602,7400000,122,"FIN","W",0.5,11,0.75,"MOSS","PIBI","BOREAL_FOREST",7,0.114,2400,59.8,1.48,0.357,1.58,79.3,41.1,0.06,0.236,1,15.3,3170,2020,0.217,0.22,55.6,2.09,0.39,89,5.64,0.12,2.69,0.03,28.86,4150,31.8,2.2,0.132,700,417,7,47.6,670,282,657,276,0.196,0.5,90,21.5,1.98,0.11,5.92,403,80.5,20,6.3,0.11,4.2,258.04,0.15,10.6,400,55.2,0.019,0.9,0.4,390,5,98.56,28.2,15.9,1.32,0.26,0.145,0.277,12.5,0.13,3.5,23.1,13.1
199,755941,7600000,190,"RUS","E",3,5,3,"CARLIN_HEATHER","BIPI","BOREAL_FOREST",20,0.275,2880,228,1.89,1.24,1.87,40.1,13.5,0.05,0.155,1,31.4,2200,1240,0.324,0.24,48.6,4.99,0.98,91.9,6.16,0.18,51.4,2.24,26.48,4330,22.4,3.8,0.207,700,526,2.7,65.2,810,339,99.2,53.8,0.359,1,110,36.3,97.4,11,14.4,571,60.6,14.2,3.1,13.8,3.9,147.26,3.89,3.8,931,91.4,0.147,0.7,0.4,450,8,118.1,24,15.2,0.517,0.27,0.071,0.095,8.71,0.12,1,28.9,12.5
200,735487,7500000,180,"RUS","NE",2.5,8,2.5,"SHRUBS","PIBI","BOREAL_FOREST",1,0.704,3010,184,2.64,2.3,3.33,115,29.1,0.09,0.384,1,47.2,4470,2600,0.622,0.39,43.2,9.51,1.34,94.3,4.46,0.09,121,3.37,43.52,2570,14.8,5.8,0.224,900,644,6.8,89.3,520,255,255,122,0.675,1.3,60,30.1,226,14.5,17.6,965,99.8,37.6,7.6,34.6,4,306.12,7.79,5.99,1420,106,0.44,0.7,0.4,550,5,126.86,34,17.4,0.352,0.14,0.254,0.175,7.16,0.14,1.5,62.8,22.4
201,701808,7710000,140,"RUS","FLAT",4,6,3,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",21,0.043,1970,102,1.15,0.471,2.32,29.2,9.63,0.04,0.089,1,36.8,1770,1130,0.255,0.18,43.4,1.67,0.49,96.5,3.47,0.09,12.6,0.27,27.14,1940,9.4,4.9,0.146,700,522,4.8,78.1,780,572,59.4,37,0.215,1.2,160,130,22.9,4.21,0.5,629,91,9.5,2.6,0.79,3.8,240.28,0.86,3.08,1210,96.2,0.114,0.5,0.4,400,5,91.62,22.1,13.4,1.41,0.17,0.045,0.21,4.04,0.07,0.9,46.5,25.7
202,817032,7640000,250,"RUS","FLAT",3,5,3,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",4,0.129,1270,47,0.981,0.34,2.47,80.3,25.2,0.03,0.101,1,46.9,2860,1520,0.28,0.17,34.2,1.32,0.22,108.1,1.4,0.01,13,0.12,27.94,1130,4.1,6.2,0.252,800,584,1.1,94.8,980,707,52.6,24.4,0.171,1.4,100,73.8,14.8,0.94,0.5,938,132,14.5,2.9,1.37,3.7,352.26,0.51,4.03,1840,111,0.177,0.3,0.4,450,3,103.58,40.8,21.8,0.18,0.07,0.058,0.082,2.87,0.04,0.3,71.8,28.5
203,634126,7710000,100,"RUS","S",2,8,2,"EMPETRUM","BIRCH","BOREAL_FOREST",52,0.382,3700,80.8,10.3,0.62,4.54,290,64.3,0.07,0.375,1,26.7,6450,3290,0.803,0.6,99.2,39.3,3.06,134.5,29,0.7,442,48.7,37.24,11900,155,3.7,0.334,1400,810,6.3,58.1,2000,491,5470,802,0.877,1.2,100,14.7,651,166,9.4,1290,126,26.5,0.9,4.42,4.7,327.36,1.14,10.6,1630,124,0.023,3,1.98,620,8,179.5,36.3,12.8,1.6,0.87,0.212,0.289,33.6,0.29,3.5,198,108
204,507247,7610000,210,"FIN","W",1.3,7,1.5,,,,31,0.155,3720,209,1.38,0.356,2.46,139,50.2,0.18,0.209,1,45.6,2180,1250,0.325,0.23,95,1.54,0.36,109,3.76,0.07,7.52,0.12,38.222,2300,11.1,6,0.186,900,573,4,83.8,620,306,188,109,0.187,1,50,26.1,6.39,0.67,7,646,64,26.5,6.2,0.26,3.8,211.96,0.7,6.38,1100,108,0.136,0.8,0.4,570,7,121.74,27.5,14.9,1.07,0.16,0.2,0.111,5.36,0.1,1.5,40.2,15.9
205,417034,7480000,193,"FIN","SW",1.1,6,1,,,,7,0.175,1460,51,1.67,0.182,1.76,107,46.8,0.03,0.438,1,40.2,2290,1290,0.285,0.17,53.6,0.57,0.07,147.5,4.15,0.05,5.46,0.07,55.5,1890,9.1,5.4,0.279,1000,744,1.9,84.5,450,228,183,104,0.227,1.1,60,27.5,2.99,0.18,5.8,847,197,30,8.5,0.29,3.6,607.92,0.37,9.23,1230,131,0.237,0.5,0.4,570,7,169.62,21.1,11.7,0.768,0.18,0.112,0.14,6.74,0.1,0.8,75.7,31.2
206,540733,7520000,265,"FIN","FLAT",3.5,10,0.75,"CARLIN_HEATHER","PINE","BOREAL_FOREST",1,0.113,6390,182,1.32,0.311,2.18,79.3,28.7,0.11,0.201,1,39.2,2310,1200,0.299,0.22,66,2.77,0.35,110.2,24.9,0.43,11.3,0.21,40.84,6850,30.9,5.3,0.211,1200,620,3.3,78.7,1530,333,268,162,0.242,1.1,70,21,11.1,0.73,6.2,816,77.5,24.6,7,0.22,3.9,264.46,0.86,12,1260,113,0.033,1.5,0.4,650,15,115.36,18.3,8.36,1.25,0.47,0.231,0.315,18.6,0.15,1.5,64.1,29.2
207,552579,7600000,195,"FIN","SE",1.5,5,1.6,,,,31,0.356,2660,177,0.993,0.134,2.5,122,42.6,0.06,0.17,1,47.6,3360,2040,0.374,0.27,50,1.84,0.52,113.5,1.87,0.03,9.16,0.15,43.9,1970,14.2,6.3,0.271,1000,726,2.5,94.2,1020,699,94,52.5,0.208,1.3,40,24,7.32,0.83,6.2,1040,120,18.8,5.1,0.28,4,368.18,0.47,3.91,1600,116,0.208,0.9,0.4,590,5,135.12,44.9,25.1,0.312,0.07,0.163,0.05,3.29,0.09,1.5,49.8,22.2
208,392650,7760000,350,"NOR","FLAT",3,7,2,"SHRUBS","BIRCH","FOREST_TUNDRA",10,0.036,1570,52.1,0.77,0.579,2.43,70,19.2,0.05,0.103,1,44.5,3090,1550,0.217,0.13,55.06,0.72,0.08,105,1.34,0.01,12.5,0.01,47.42,1400,5,5.9,0.184,800,538,1,92.8,1510,1120,19.3,8.54,0.155,1.7,240,200,3.51,0.15,0.5,935,122,12.7,2.4,0.11,3.9,385.78,0.35,2.71,2040,97.7,0.125,0.4,0.88,470,5,106.54,54,26.7,0.196,0.12,0.032,0.078,2.65,0.07,0.5,26.6,6.95
211,567073,7660000,160,"FIN","W",2.1,5,3,,,,20,0.157,1700,46.5,1.27,0.223,2.77,103,33.3,0.03,0.148,1,49.2,5410,3170,0.257,0.13,46.1,1.01,0.12,120.1,2.49,0.03,9.92,0.05,35.88,1470,4.3,6,0.234,800,590,2.4,93.3,700,416,37.2,14.4,1.44,1.3,50,25.1,8.08,0.35,6.4,811,114,18,3.3,0.42,3.7,379.48,0.15,4.77,1680,97.4,0.165,0.5,0.4,520,4,99.04,40.7,21.3,0.418,0.1,0.096,0.256,3.95,0.07,0.8,33.5,9.2
212,530080,7800000,220,"NOR","FLAT",1.5,7,1.5,"EMPETRUM","BIRCH","FOREST_TUNDRA",10,0.135,2510,53.1,0.997,0.135,3.61,71.4,20.9,0.07,0.108,1,46.2,2520,1460,0.19,0.12,56.76,1.37,0.28,103.3,3.89,0.03,6.4,0.01,42.16,2330,6.2,6.4,0.262,1200,515,1.9,93.2,1180,788,58.8,32.7,0.15,1.4,150,112,6.66,0.6,0.5,986,150,14.3,3.6,0.27,3.9,424.48,0.67,5.36,1730,80,0.119,0.7,0.4,630,4,66.98,31.7,17.5,0.523,0.09,0.061,0.123,4.81,0.08,1.1,47.9,20.9
213,405450,7750000,460,"NOR","FLAT",1,8,1.5,"EMPETRUM","BIRCH","DWARF_SHRUB_TUNDRA",51,0.043,1780,26.9,0.594,0.087,5.13,82.7,30.6,0.03,0.096,1,41.7,2660,1620,0.171,0.12,43.24,0.93,0.18,113.9,2.48,0.06,5.89,0.09,58.74,1560,5.4,5.9,0.191,1400,917,1.8,68.4,980,621,221,147,0.095,1.3,70,40.1,3.89,0.35,0.5,982,240,11.8,3.1,0.12,4,763,0.34,6.31,1440,96.8,0.106,0.5,0.4,480,4,78.92,17.6,10.1,0.343,0.1,0.053,0.067,4.79,0.05,0.7,88,41.7
214,590200,7670000,70,"RUS","SW",3,4,3,"LICHEN","BIRCH","BOREAL_FOREST",20,0.66,2920,190,0.902,0.169,2.09,50.8,15.7,0.03,0.082,1,40,2450,1160,0.174,0.13,39.46,1.28,0.2,130,4.51,0.13,12.3,0.34,29.04,3780,33.9,5.2,0.189,600,370,3.6,74,650,237,76.2,31,0.125,0.9,80,24.1,7.1,0.74,6.2,671,60.9,13.4,3.1,0.31,3.5,166.48,0.95,4.75,1050,93.5,0.103,0.9,0.4,420,8,102,16.9,7.97,1.09,0.62,0.094,0.167,6.91,0.13,1.2,33,12.2
216,438600,7690000,355,"NOR","FLAT",2.5,6,2.5,"EMPETRUM","BIRCH","FOREST_TUNDRA",51,0.267,2260,87.8,1.01,0.583,2.12,66.6,23.1,0.03,0.14,1,44.5,2610,1420,0.303,0.23,37.94,1.06,0.18,113.8,4.41,0.12,7.25,0.08,41.74,2940,22,6.2,0.269,700,500,1.3,86,600,305,64.8,34,0.166,1.5,60,32.7,5.31,0.45,0.5,1180,124,15.7,4.1,0.16,3.7,386.16,0.75,5.28,1690,114,0.069,0.8,0.4,530,4,101.06,21.5,10.6,0.288,0.25,0.054,0.181,6.32,0.08,0.9,41.5,18.4
217,525015,7380000,200,"FIN","NE",4,5,3,"MOSS","PISPR","BOREAL_FOREST",7,0.098,1070,49.2,2.16,0.43,2.29,72.1,27.2,0.01,0.393,1,44.9,2900,1730,0.427,0.3,125.64,0.57,0.08,147.9,1.96,0.05,6.07,0.07,44.2,950,4.7,5.8,0.286,900,730,0.8,89.6,520,336,228,147,0.515,1.1,60,36.9,4.06,0.3,6,771,177,31.7,7.6,0.21,3.6,434.98,0.31,6.45,1330,102,0.43,0.3,0.4,480,7,110.72,18.2,9.87,0.231,0.06,0.154,0.094,3.78,0.09,0.3,51.3,18.9
218,513395,7710000,240,"FIN","NW",2.7,5,3,"BLUEBERRY","BIRCH","FOREST_TUNDRA",20,0.073,4710,449,1,0.729,1.41,83.7,25.6,0.1,0.111,1,44.9,2150,1120,0.294,0.2,116.68,1.64,0.44,112.2,2.46,0.07,6.59,0.08,48.16,2940,30.1,5.9,0.204,800,545,2.5,89.4,620,316,57.1,29,0.164,1.4,80,47.7,5.83,0.8,0.02,1100,75.7,14.1,3,0.05,3.9,111.98,0.82,3.62,1720,134,0.145,1,0.4,510,5,144.76,27.6,13.9,0.449,0.15,0.048,0.084,3.53,0.07,1.7,54.4,24.8
219,598000,7430000,180,"RUS","FLAT",2,9,2,"MOSS","PIBI","BOREAL_FOREST",52,0.104,2300,120,0.682,0.559,1.59,54.2,19.1,0.04,0.113,1,42.3,2610,1210,0.255,0.19,92.16,1.56,0.3,165.1,10.4,0.19,9.13,0.26,61.24,2640,15.3,5.8,0.179,1200,891,1.4,86.3,890,345,178,101,0.169,1,70,25.6,8.61,0.65,1.94,1060,197,22.2,5.6,0.61,3.6,614.8,0.78,12,1240,144,0.137,0.7,0.4,710,13,167.94,14.1,6.08,0.365,0.33,0.134,0.101,6.86,0.1,0.8,58.5,24.8
220,639150,7740000,110,"NOR","SW",5,5,3,"EMPETRUM","BIRCH","FOREST_TUNDRA",20,0.101,1560,63.5,2.01,0.279,3.85,76.9,22.5,0.13,0.103,1,45.9,4650,2520,0.434,0.29,71.02,3.23,0.73,104.2,2.76,0.05,25.1,0.37,38.16,1760,5.3,6.1,0.241,800,647,2.6,94,1470,1030,66.8,29.1,0.362,1.4,150,101,40.8,4.65,0.5,832,108,14,3.1,0.37,4,363.18,0.54,2.87,1990,103,0.181,0.5,0.4,530,4,124.28,49.4,25.8,0.251,0.08,0.068,0.178,4.6,0.09,1.2,63.7,25.1
221,405250,7820000,100,"NOR","S",6,6,3,"SHRUBS","BIRCH","FOREST_TUNDRA",10,0.12,519,15.3,0.407,0.087,5.33,59.7,18.5,0.01,0.075,1,47.9,4030,2180,0.15,0.09,145.1,0.28,0.01,146.9,1.08,0.02,14.9,0.08,52.04,500,2.1,6.4,0.151,1200,870,0.35,96.2,1420,1060,166,81.1,0.164,1.3,230,158,2.35,0.07,0.5,1040,260,13.4,2.5,0.13,4,888.76,0.15,3.87,1870,102,0.183,0.2,0.4,470,3,152.24,40.8,22,0.085,0.025,0.047,0.043,1.59,0.05,0.2,47.2,14.3
222,461766,7550000,250,"FIN","NW",1.3,5,1.8,"BLUEBERRY","BIPI","FOREST_TUNDRA",1,0.827,1660,28,1.13,0.122,2.02,70.5,28,0.03,0.188,1,35.2,3120,1540,0.235,0.17,76.98,1.88,0.12,146.5,6.11,0.12,8.47,0.22,62.84,2830,10.5,4.9,0.2,1000,666,1.5,74.6,770,351,466,281,0.16,1.2,50,19.8,6.26,0.48,5.22,1070,219,18.6,4.4,0.27,3.9,793.18,0.36,8.99,1200,127,0.043,0.9,0.4,680,8,131.12,19.8,9.7,0.431,1.12,0.091,0.151,13.7,0.11,1.1,63.7,26.2
223,663863,7460000,310,"RUS","S",4,7,4,"MOSS","BIPISPR","BOREAL_FOREST",1,0.423,2190,113,0.981,0.304,2.81,130,36.9,0.06,0.179,1,43.4,4120,2370,0.335,0.28,147.7,4.42,1.21,156.4,3.55,0.12,14.4,0.37,62.02,2600,19.8,6,0.222,1400,1040,3.3,89.6,1340,908,401,225,0.282,1.4,90,44.1,28.9,2.91,5.8,1180,149,21.4,5.8,1.69,4.2,591.28,0.9,9.28,1560,142,0.24,0.9,0.4,720,13,201.22,38.7,21,0.309,0.19,0.16,0.134,5.24,0.16,1.2,50.8,20.7
226,514044,7660000,140,"FIN","W",3,6,2.5,,,,20,0.559,1040,33.1,1.03,0.174,2.29,98.5,39.1,0.01,0.128,1,49.1,2790,1660,0.245,0.16,48.74,0.45,0.05,129.1,1.45,0.03,4.8,0.05,33.64,890,3.3,6.6,0.236,900,641,1.7,95,630,409,136,78.7,0.141,1,60,21.6,3.45,0.29,0.5,807,161,11,2.6,0.17,3.5,439.38,0.15,4.28,1320,102,0.216,0.4,0.4,600,3,111.84,33.5,19.5,0.53,0.025,0.089,0.06,2,0.05,0.4,65,25.3
227,570100,7620000,250,"RUS","NW",4,4,4,"SHRUBS","PISPR","BOREAL_FOREST",31,0.353,7140,739,1.27,0.144,1.76,115,37.5,0.18,0.134,1,46.6,2490,1350,0.539,0.42,73.56,5.15,1.54,97.4,3.24,0.1,7.86,0.14,50.5,3260,45,6.1,0.243,1000,602,7.6,93.1,540,292,31.2,11.2,0.404,1.5,70,49.3,10.2,1.18,4.02,1360,44.9,14.7,3.6,0.23,4.1,56.62,0.65,4.1,1880,126,0.157,2,0.4,650,8,165.56,46.6,24.5,0.625,0.19,0.082,0.195,2.89,0.09,3.7,35,13.1
228,452569,7400000,180,"FIN","FLAT",0.5,6,2.1,"MOSS","PINE","BOREAL_FOREST",7,0.115,2500,137,2.58,0.268,1.28,97.8,42.7,0.07,0.636,1,34.5,1420,721,0.41,0.32,55.02,0.53,0.05,118.6,5.28,0.09,5.68,0.1,45.4,3950,11.3,4.5,0.199,800,530,4.8,66.5,360,135,76.4,37,0.381,0.9,50,23.6,3.03,0.24,3.08,688,102,48,14.1,0.05,3.6,254.02,0.34,6.28,883,92.7,0.22,0.6,0.4,600,10,119.58,17.3,9.38,1.68,0.18,0.142,0.226,9.23,0.14,1.5,46.1,20.5
229,439975,7390000,115,"FIN","SW",2.3,5,4.3,"MOSS",,"BOREAL_FOREST",7,0.137,1920,71.7,2.44,0.237,1.46,210,73.6,0.1,0.352,1,44.6,3010,1520,0.411,0.22,40.96,2.71,0.53,120.9,3.13,0.05,5.8,0.02,41.5,1820,8.3,5.7,0.215,900,567,4.1,89.5,1230,890,30.9,11.6,0.685,1.5,30,29.4,7.41,0.48,3.32,868,119,28,6.1,0.05,3.8,281.18,0.15,12.2,1740,116,0.296,0.6,0.4,600,6,120.8,49.3,25.9,0.595,0.26,0.126,0.432,5.36,0.11,1.4,15.4,3.99
230,679990,7530000,220,"RUS","SW",2,,,"MOSS","BIPI","BOREAL_FOREST",,0.496,1280,38,0.921,0.263,1.96,80.7,26.7,0.03,0.223,1,40.4,2830,1620,0.183,0.13,77.5,2.01,0.09,136.6,3.16,0.1,17.9,0.35,53.58,1780,7.4,5.7,0.243,1100,812,2.1,75,590,339,474,282,0.28,1.3,20,20.9,18.5,0.77,5,986,273,31.8,7.2,2.27,4,845.42,0.91,10.8,1310,119,0.219,0.4,0.4,580,5,160.64,21.1,11.2,0.286,0.19,0.123,0.089,5.99,0.11,0.5,60.3,24.7
231,706353,7650000,200,"RUS","NW",2,8,2,"LICHEN","SPRBI","BOREAL_FOREST",21,0.216,867,30,0.998,0.118,2.29,78.5,28.9,0.02,0.115,1,45.5,3240,1880,0.208,0.16,89.32,1.88,0.35,129,1.85,0.03,18.4,0.25,41.54,880,2.8,6.4,0.151,1100,812,1.5,94.8,920,670,173,99.6,0.295,1.2,50,59.2,28.2,2.46,2.16,887,182,14.6,3.9,1.65,3.8,526.5,0.33,4.52,1600,117,0.181,0.3,0.4,590,10,170.14,38.2,21.9,0.151,0.06,0.07,0.048,3.77,0.06,0.4,36.7,15.4
232,622775,7690000,180,"RUS","FLAT",2,7,2,"LICHEN","BIRCH","SHRUB_TUNDRA",21,0.262,2630,131,4.1,0.983,2.08,60.8,19.2,0.04,0.241,1,41.6,2780,1390,0.368,0.28,67.02,7.44,1.94,123.8,11.9,0.34,127,5.92,42.1,4640,30.8,5.5,0.275,1000,630,3.4,82.7,870,373,382,226,0.511,1.4,40,20.6,189,35.5,5.84,1080,116,19.7,5.5,5.06,3.8,296.58,1.73,3.63,1720,139,0.095,0.9,0.4,630,10,155.42,20.3,9.75,0.869,0.36,0.098,0.128,10.5,0.15,1.3,66.6,35
233,733318,7440000,100,"RUS","SW",3,6,3,"LICHEN","BISPRPI","BOREAL_FOREST",1,0.432,1910,35,1.49,0.123,3.36,217,70.6,0.08,0.208,1,41.7,7250,4670,0.508,0.36,71.94,2.72,0.47,109.6,3.21,0.05,15.9,0.15,39.66,1590,3.8,5.4,0.175,1100,700,3.7,82.9,930,625,353,186,0.774,1.3,30,24.3,18.6,0.82,7.48,828,111,29,6.8,1.26,4.3,449.6,0.51,5.01,1570,89.7,0.37,0.5,0.4,610,9,154.74,48.5,26,0.489,0.06,0.131,0.117,6.46,0.1,0.9,67.5,26.5
